age_upon_outcome,sex_upon_outcome,animal_type,breed,color
7,2,1,398,52
9,3,1,1056,55
38,3,1,447,337
40,2,1,900,434
10,3,1,397,379
44,3,1,876,444
35,2,1,876,444
38,3,0,552,7
38,3,1,1060,55
38,3,1,23,475
42,2,1,720,217
44,2,1,720,117
31,2,1,720,55
38,3,1,734,7
40,3,1,820,52
42,2,1,397,372
38,2,1,509,52
42,2,1,901,475
42,2,1,398,372
35,2,1,792,55
27,2,0,552,136
31,3,1,901,475
38,3,1,230,55
10,2,1,720,481
31,2,1,285,55
31,3,1,901,128
31,2,0,552,58
31,2,0,1052,432
31,2,0,1052,465
40,2,0,552,55
27,2,0,552,55
27,2,0,552,55
38,3,1,1003,117
40,3,1,65,318
40,3,0,552,391
40,2,1,620,117
31,2,0,552,115
35,3,0,552,184
38,2,1,613,171
35,2,1,613,171
35,2,1,613,171
35,2,1,515,54
35,3,1,590,432
40,3,0,552,55
40,3,0,552,391
40,3,0,544,391
40,2,0,552,136
44,2,1,152,416
35,3,1,398,7
40,3,0,552,136
7,2,1,825,432
44,2,1,825,432
44,2,1,825,432
31,3,0,548,401
35,2,1,623,199
35,2,1,623,199
35,2,1,40,199
38,3,1,447,388
35,3,1,900,115
31,0,1,900,115
38,2,1,488,416
9,1,1,825,432
44,2,1,1009,37
42,2,1,719,7
38,2,1,901,117
42,2,1,719,7
38,2,1,65,464
40,2,1,762,444
38,2,1,1014,52
31,2,1,1014,52
31,2,1,220,246
38,0,1,901,475
31,2,1,733,115
9,2,1,398,182
9,2,1,398,182
38,2,1,773,117
35,2,1,773,117
40,2,1,900,388
42,2,1,901,55
38,2,1,901,55
27,2,1,48,173
12,3,0,552,115
42,2,1,799,37
9,2,1,825,432
40,2,1,901,478
9,2,1,230,444
27,3,0,552,184
27,3,0,552,184
42,2,0,1052,289
35,3,1,720,7
38,3,1,900,117
40,2,1,590,52
40,3,1,1088,55
42,3,1,901,475
40,2,1,720,199
42,2,0,790,136
44,3,0,552,401
35,2,1,900,55
31,2,1,1087,118
42,2,1,988,444
38,2,1,165,432
38,2,1,165,432
38,3,1,590,172
31,2,1,720,173
35,2,1,900,432
7,2,1,741,7
27,2,1,398,477
27,2,1,398,477
44,2,1,901,128
27,3,1,901,128
27,3,1,901,128
27,2,1,720,55
38,3,1,901,55
27,1,1,901,55
31,2,1,901,452
35,2,1,901,337
10,2,1,32,432
40,2,0,1019,58
35,2,1,839,7
31,2,0,552,55
35,2,1,64,434
42,2,1,846,459
40,3,1,296,469
40,3,1,296,469
35,3,1,398,55
35,2,1,590,37
35,3,0,1052,402
35,0,0,1052,402
35,2,1,719,181
38,2,1,901,337
31,2,1,901,337
7,2,1,987,416
42,2,1,987,416
40,2,1,922,167
31,2,1,488,55
31,2,1,488,55
21,2,0,544,7
35,2,1,589,37
42,3,1,590,52
38,2,1,397,386
31,3,0,552,136
38,2,0,552,136
40,3,1,270,444
35,3,1,270,444
44,3,1,65,76
40,3,1,65,76
40,3,1,65,76
38,3,1,65,76
38,3,1,65,76
38,2,1,901,128
31,2,1,230,215
38,2,1,398,37
40,2,1,22,55
31,2,0,552,7
44,2,1,720,388
40,3,1,306,58
40,3,1,306,58
40,2,0,552,7
38,3,1,901,128
38,3,1,901,128
35,3,1,901,128
38,3,1,901,445
40,2,1,23,55
40,2,1,901,388
35,2,1,926,128
38,3,1,901,246
35,3,1,591,372
10,2,1,398,173
10,2,1,398,173
10,2,1,398,173
35,3,1,1008,52
44,3,1,1008,37
40,3,1,901,445
13,3,1,622,288
27,2,1,256,434
44,3,1,65,34
31,2,1,727,93
40,3,1,667,432
40,3,1,667,432
35,2,0,552,136
38,2,1,839,278
38,2,1,812,128
35,2,1,590,388
27,2,1,590,388
42,2,1,590,154
31,2,1,901,439
11,3,1,398,55
31,2,1,397,388
40,2,1,115,213
35,2,1,115,213
44,0,1,901,117
31,2,1,398,58
40,2,0,895,55
42,2,1,1009,311
35,3,1,900,55
40,3,1,901,55
35,3,1,762,55
42,3,0,544,7
38,3,0,544,7
31,2,1,45,55
27,2,1,199,246
38,3,1,901,444
38,3,1,901,29
35,3,1,901,432
10,2,1,1151,55
35,2,1,416,475
40,3,1,297,173
35,3,1,901,128
35,2,1,398,444
31,3,1,720,481
35,2,1,256,379
44,2,1,900,475
40,2,1,900,237
35,2,1,470,388
27,2,1,720,55
42,2,1,707,434
40,2,1,707,434
9,2,1,719,207
35,2,1,900,55
35,2,1,861,372
42,2,1,295,444
40,2,1,295,444
42,3,1,901,118
35,3,1,901,118
31,3,1,720,7
38,2,1,488,323
35,2,1,488,323
38,2,1,256,481
35,3,0,552,84
9,2,1,580,7
35,2,1,750,491
12,3,0,552,184
40,3,1,901,434
38,3,1,901,434
38,3,1,901,434
38,3,1,901,434
35,3,1,901,434
40,3,1,65,93
10,3,1,398,215
38,2,1,488,311
38,3,1,271,173
35,3,0,548,391
44,3,1,720,7
38,3,1,720,7
38,3,1,720,7
38,3,1,720,7
35,3,1,720,7
35,3,1,720,7
35,3,1,720,7
35,2,1,398,349
40,3,1,720,55
38,3,1,764,55
44,2,1,44,13
35,2,1,114,416
35,3,1,791,432
35,3,0,552,305
27,3,1,1088,173
38,3,1,1062,340
42,2,1,444,173
44,3,1,901,388
27,3,0,552,55
31,3,1,901,239
40,2,1,940,118
27,3,0,552,55
38,3,1,271,117
35,3,1,271,117
21,3,1,305,432
44,3,1,295,466
44,3,1,295,466
40,3,1,295,466
38,3,1,825,432
27,3,1,825,432
27,2,0,552,7
38,2,1,720,55
31,3,1,613,432
31,3,1,613,432
38,2,1,1088,388
38,2,1,1088,388
40,2,1,114,337
44,2,1,799,37
42,2,1,799,37
42,2,1,799,37
40,2,1,249,444
35,2,1,720,7
31,3,1,383,55
35,2,1,124,37
40,3,1,901,444
40,3,1,901,444
40,3,1,397,372
40,2,1,271,173
35,2,1,227,374
35,2,1,227,374
31,2,1,115,37
35,3,1,509,117
35,2,1,398,444
21,3,1,211,52
21,3,1,211,52
31,2,1,141,388
40,2,1,23,55
38,2,1,23,55
35,3,1,115,444
27,2,1,930,337
40,2,1,720,7
10,3,1,397,213
9,3,1,397,213
27,3,1,45,55
31,3,1,901,115
27,2,1,901,388
31,3,1,719,7
27,3,1,288,434
40,2,0,544,149
31,3,0,552,55
10,3,0,552,115
42,1,1,398,475
21,2,1,901,215
31,3,1,288,13
31,3,1,288,13
31,2,1,226,135
42,3,1,750,117
35,3,1,750,117
42,3,1,456,55
31,2,1,900,117
38,3,1,331,115
38,3,1,331,115
35,2,1,934,8
31,2,1,934,8
35,2,0,551,55
31,2,0,551,360
7,2,1,720,481
7,3,1,233,372
31,3,1,199,374
44,2,1,1003,311
35,3,1,590,117
40,3,1,900,55
35,3,1,901,439
27,2,1,839,55
40,3,1,590,379
35,2,0,551,297
42,2,1,988,416
35,3,1,398,444
35,2,1,972,445
40,2,0,552,305
38,2,0,552,305
38,2,1,839,260
40,2,0,551,58
7,3,1,1008,52
31,3,1,900,115
21,3,1,900,115
38,1,1,5,154
40,2,0,551,439
31,2,1,900,115
38,2,0,551,149
31,3,0,379,58
31,2,0,551,7
27,3,1,99,8
42,3,0,1051,350
42,3,1,900,55
35,3,1,397,52
31,3,0,551,297
35,2,0,551,297
31,3,1,719,481
10,3,1,825,459
10,3,1,825,459
9,3,1,825,459
38,3,0,552,149
40,3,1,271,173
42,3,1,901,55
31,2,1,398,444
35,2,1,754,481
38,3,1,398,388
40,3,1,163,52
40,1,1,901,388
40,2,1,534,335
31,2,1,1116,432
40,3,1,1088,55
5,3,0,544,309
9,3,1,900,55
40,2,1,317,55
31,2,1,271,154
42,2,1,398,37
40,2,1,398,37
44,3,0,552,136
27,2,0,551,7
12,2,1,1114,434
31,2,0,552,297
31,2,0,552,297
42,2,1,651,459
40,2,1,23,388
38,2,1,230,459
31,3,1,397,475
31,3,0,552,7
31,3,0,552,7
27,3,1,445,117
40,0,1,1008,52
31,3,1,720,7
38,2,0,552,58
40,3,1,949,434
35,3,1,949,434
31,2,1,945,469
44,2,1,448,374
40,2,1,448,374
40,2,1,448,374
38,2,1,448,374
27,1,1,901,173
35,2,1,987,416
35,3,1,589,52
38,3,1,306,173
38,3,1,762,21
35,3,1,901,432
27,2,0,1052,350
31,2,0,552,55
35,1,1,1008,37
21,2,0,552,7
7,3,1,812,154
40,2,1,819,52
31,3,1,701,475
40,2,1,45,128
38,2,1,398,117
40,2,1,398,388
40,2,1,65,318
40,3,1,488,117
35,2,1,901,475
35,2,1,398,117
42,2,1,65,65
40,2,1,65,65
42,2,1,901,55
31,3,1,271,128
40,3,1,901,337
27,3,0,552,184
27,3,1,398,52
27,3,1,720,55
38,2,1,720,8
31,2,1,115,128
35,2,1,398,117
38,2,1,901,432
42,3,1,900,115
27,3,1,397,432
27,2,1,397,432
38,2,1,410,173
38,3,1,720,7
35,3,1,271,173
35,3,1,271,173
31,3,0,551,58
35,3,1,256,432
31,2,0,869,447
38,2,1,398,217
35,2,1,901,173
31,2,1,901,388
40,3,1,488,444
44,2,1,380,117
38,3,1,45,128
31,3,1,45,128
27,3,1,45,128
38,2,1,720,118
44,2,1,720,215
38,3,1,1088,388
38,3,1,271,173
40,2,1,720,55
27,2,0,552,432
27,3,1,652,432
27,3,1,901,55
40,3,1,271,388
31,2,1,37,55
27,3,1,901,173
38,2,1,440,374
38,2,1,440,374
31,2,1,65,430
44,0,1,590,37
35,3,1,398,311
35,3,1,45,444
27,3,1,1009,52
27,3,1,901,115
42,2,1,820,37
40,2,1,820,37
21,2,1,23,55
38,3,0,552,434
31,3,1,65,434
31,3,1,1114,434
27,3,1,1114,434
31,2,1,519,154
40,2,0,552,459
31,3,0,552,149
38,2,1,750,7
44,2,1,317,217
38,2,1,317,217
40,3,1,271,445
27,3,1,901,128
38,3,1,558,388
40,3,1,194,432
42,3,1,720,7
42,3,1,720,7
38,3,1,217,115
31,2,1,900,388
11,2,0,552,297
27,3,1,738,475
21,3,1,957,444
35,3,1,956,444
31,3,1,956,444
27,2,1,720,481
38,2,1,988,173
35,2,1,398,117
21,3,1,901,55
38,3,1,720,235
31,3,1,720,235
38,3,1,262,55
42,3,0,544,59
40,2,1,153,154
31,1,1,901,115
27,0,1,305,128
42,2,1,23,445
42,2,1,23,445
38,2,1,23,445
38,2,1,23,445
35,2,1,720,55
27,3,1,988,434
35,2,0,552,297
31,0,0,544,84
7,2,1,49,128
40,2,1,371,128
38,2,1,371,128
38,3,1,271,432
44,3,1,271,444
40,3,1,1088,102
27,2,0,552,149
40,3,0,552,7
42,3,1,230,55
38,3,1,81,169
21,2,0,552,305
21,3,0,552,149
27,2,0,552,58
31,2,1,353,55
31,3,1,901,388
42,2,1,1156,52
35,2,1,824,7
42,3,1,988,477
38,3,0,552,184
31,2,1,38,173
27,2,1,1088,237
27,2,1,1088,237
38,3,1,623,215
31,3,1,691,117
9,2,0,552,136
31,1,1,901,452
31,1,1,901,452
31,1,1,901,452
31,1,1,901,452
38,2,1,909,416
35,2,1,45,245
31,2,1,149,55
31,2,1,149,55
31,2,1,149,55
27,3,1,901,128
31,2,1,370,173
40,0,1,966,117
40,3,1,45,199
38,2,0,1019,58
40,2,1,152,416
31,3,1,754,372
42,2,1,935,128
42,2,1,271,388
35,2,1,271,388
31,2,1,271,388
27,3,0,552,136
35,3,1,37,215
31,2,1,901,475
38,2,1,720,7
35,3,1,224,112
21,3,1,538,52
31,3,1,252,55
31,0,1,1038,444
42,3,1,436,250
9,1,1,1009,372
9,3,1,1009,7
44,0,1,1009,37
44,2,1,590,182
40,2,1,1009,48
40,3,1,1009,52
40,3,1,1009,7
40,3,1,1009,7
40,2,1,1009,52
40,3,1,1009,175
27,2,0,552,7
38,2,1,217,115
31,2,1,398,154
38,0,1,824,432
27,3,1,1161,416
31,3,1,353,484
31,3,1,720,7
27,3,1,720,7
40,2,1,398,416
44,2,0,552,297
35,3,0,1052,350
35,2,1,1008,37
44,3,1,398,52
35,3,1,768,213
40,2,1,22,115
38,2,1,22,115
31,2,1,22,115
42,3,1,901,469
40,3,1,901,469
35,2,0,552,297
35,2,0,552,136
42,3,1,690,444
42,0,1,690,444
42,0,1,690,444
7,3,1,825,432
40,2,1,901,445
38,3,1,256,372
27,3,1,256,372
21,2,1,720,11
42,3,1,447,7
42,3,1,447,7
40,3,1,447,7
40,3,1,447,7
40,3,1,447,7
38,3,1,900,115
31,2,0,552,55
42,2,1,825,217
38,3,1,590,475
42,3,1,398,213
38,3,1,419,213
27,3,1,419,213
42,2,1,398,388
35,2,1,114,416
7,3,1,398,434
31,2,1,393,388
40,3,1,590,117
13,3,1,398,43
31,2,1,399,416
38,1,1,140,416
35,3,1,901,439
40,3,1,58,416
35,3,1,58,416
31,2,1,729,55
31,2,1,729,55
38,3,0,551,401
35,2,1,901,215
44,3,1,153,388
42,0,1,900,237
38,3,1,230,416
31,3,1,825,260
21,0,1,825,260
27,2,0,552,58
21,2,0,552,136
27,2,1,710,416
40,2,1,397,55
31,2,1,398,55
27,2,1,398,55
31,1,1,901,115
31,0,1,901,115
35,2,1,333,55
38,2,1,332,118
35,3,1,923,55
38,3,1,750,311
38,3,1,691,444
9,1,1,447,372
27,3,1,353,135
38,3,1,65,74
21,2,1,317,372
40,2,1,901,215
35,3,1,590,56
38,3,1,317,160
27,2,1,720,388
40,2,1,590,340
31,3,1,398,52
31,2,1,479,37
40,2,1,1009,52
35,3,1,540,432
38,2,0,552,55
27,2,0,552,297
13,3,1,825,372
27,2,1,115,444
21,2,1,115,444
27,3,1,1059,416
27,3,1,1059,416
27,3,1,1059,416
27,3,1,1059,416
35,2,1,590,154
35,2,1,590,154
35,3,1,901,115
31,3,1,691,431
27,3,1,590,154
21,3,1,590,154
42,2,1,23,173
31,2,1,901,118
38,2,1,945,444
27,2,1,901,115
7,2,1,230,55
38,2,1,901,115
31,2,1,901,55
31,2,1,317,277
38,2,1,38,337
38,3,1,38,246
35,3,1,38,246
35,3,1,38,246
40,2,1,152,475
40,2,1,152,475
38,2,1,152,475
35,2,1,152,475
35,2,1,152,475
31,2,1,509,444
40,2,1,38,475
27,2,1,901,432
35,3,1,901,388
35,2,1,271,173
7,3,1,691,444
9,3,1,720,388
27,2,1,819,52
35,2,1,824,432
35,2,1,824,432
21,3,0,552,136
42,2,1,37,128
21,0,1,271,115
21,2,1,849,340
35,3,0,548,184
38,2,0,552,7
31,2,0,552,7
38,2,0,552,84
31,2,0,552,84
21,2,1,398,52
44,2,1,230,416
35,3,1,206,154
42,2,1,998,7
44,3,0,552,432
11,3,0,548,149
9,3,0,548,149
7,2,1,383,416
35,3,1,397,173
31,3,1,397,173
38,3,1,488,93
27,2,1,398,337
38,2,1,271,128
44,3,1,600,326
38,3,1,398,416
9,3,0,552,184
40,3,0,552,136
42,2,0,1052,459
10,2,1,65,118
44,2,1,65,118
21,1,1,1088,388
44,2,1,1115,3
31,2,1,114,475
35,2,1,398,452
27,3,1,737,55
44,3,1,901,434
31,3,1,901,55
21,2,1,901,55
31,2,1,314,173
35,3,0,1052,79
21,3,1,590,52
31,2,1,768,7
40,2,1,901,128
31,2,1,23,445
27,2,1,23,445
38,2,1,720,372
12,2,1,901,445
31,3,1,65,93
27,3,1,725,380
35,3,1,901,432
27,3,1,901,432
27,3,1,901,432
35,2,1,720,7
31,3,1,248,55
31,3,1,901,55
31,3,0,1052,247
38,2,1,369,477
38,3,1,901,388
40,3,1,45,115
40,3,1,45,115
38,3,1,45,115
38,3,1,45,115
38,3,1,45,115
21,3,1,65,117
35,2,0,552,305
31,2,1,398,475
21,2,1,398,475
38,2,1,825,432
21,2,0,548,7
38,3,0,552,55
27,2,1,901,115
21,3,1,590,311
38,3,1,901,475
42,3,1,901,173
31,3,1,14,55
31,3,1,14,55
40,2,1,720,481
40,2,1,720,481
35,2,1,720,481
31,2,1,720,481
31,2,1,720,481
27,2,1,720,481
27,2,1,720,481
27,2,1,720,481
31,3,0,552,136
27,3,1,901,173
31,2,1,590,416
27,3,1,153,388
38,2,1,1056,230
35,1,1,410,117
40,3,1,901,432
31,3,1,901,432
31,3,1,901,432
27,3,1,901,432
27,3,1,901,432
5,2,1,901,434
35,2,1,720,481
21,3,1,901,215
35,2,1,988,173
7,3,1,230,55
27,2,1,1055,337
27,3,1,299,118
27,2,1,720,55
31,3,0,790,149
11,2,0,552,149
38,3,1,901,445
27,2,0,548,297
40,2,1,398,37
35,2,0,552,388
38,3,1,402,55
7,3,1,398,372
44,2,1,115,173
35,2,1,945,215
35,2,1,720,55
38,3,0,552,58
38,2,1,263,128
27,2,1,488,7
38,3,1,988,55
31,3,1,913,173
27,3,1,65,65
21,3,1,65,65
35,2,1,645,445
21,2,1,1151,117
10,1,1,825,55
35,1,1,23,432
21,2,1,901,434
31,3,1,590,52
35,2,1,152,416
27,3,1,288,118
35,3,1,489,117
7,2,1,629,117
31,2,1,398,117
27,2,1,398,117
11,2,1,488,117
40,1,1,1069,434
44,2,0,552,7
21,3,1,825,433
40,2,1,901,388
38,2,1,901,388
31,2,1,1145,154
31,3,0,1113,401
10,2,1,1011,52
35,3,1,901,432
35,3,1,901,432
35,3,1,291,388
31,2,1,377,7
38,2,1,488,37
44,3,0,552,55
31,2,1,590,52
27,2,1,901,55
27,2,1,821,374
27,2,1,720,7
27,2,1,720,7
43,2,1,720,7
38,2,1,590,337
38,2,1,901,118
38,1,1,901,173
35,2,1,901,128
27,3,1,901,128
7,3,1,901,173
21,0,1,825,217
21,0,1,651,432
21,2,1,768,55
21,2,1,719,372
42,2,1,479,154
10,2,0,552,297
21,2,1,398,117
42,2,1,317,217
38,2,1,901,128
27,2,1,867,445
38,2,1,901,337
42,2,1,720,199
13,3,1,398,475
27,3,1,901,469
35,2,1,683,154
7,3,1,398,416
27,3,1,901,388
27,3,1,901,388
38,3,1,691,173
27,2,1,903,388
27,3,1,909,173
27,3,1,909,173
35,2,1,1006,337
35,3,1,398,173
42,3,1,132,37
21,2,0,552,7
42,2,1,901,118
21,3,1,951,65
38,3,0,552,305
38,3,1,353,76
42,2,1,702,434
44,3,1,835,175
38,3,1,835,175
31,3,1,542,173
31,3,1,464,374
38,2,1,398,337
27,3,1,51,372
31,2,1,901,55
21,2,1,901,55
10,2,1,509,311
38,2,0,808,58
31,2,0,808,58
21,2,1,99,55
27,2,1,750,55
38,2,0,552,149
27,2,1,397,7
35,3,1,590,55
42,3,1,38,173
40,3,1,38,173
44,2,1,901,434
42,2,1,901,434
35,2,1,901,127
31,2,1,901,127
31,2,1,901,127
38,3,1,398,335
38,2,1,398,475
21,2,1,398,388
27,3,1,589,374
35,2,1,590,171
42,2,1,652,432
27,2,1,901,55
40,3,1,270,128
38,3,1,270,128
27,3,1,45,128
38,3,1,825,477
35,3,1,825,477
35,3,1,720,7
31,3,1,720,7
31,2,1,565,325
35,1,1,620,171
31,1,1,620,171
21,3,1,488,173
31,3,1,419,52
9,3,1,690,475
7,3,1,153,444
7,3,1,153,444
44,3,1,153,444
44,3,1,153,444
44,3,1,153,444
42,3,0,790,297
5,3,1,1088,445
38,2,1,589,340
35,2,1,589,340
35,2,1,589,340
44,2,1,398,173
40,2,1,398,173
44,2,1,901,128
40,2,1,720,117
35,3,1,656,416
38,3,1,38,115
31,2,1,488,327
31,3,1,1088,115
31,3,1,1088,115
27,3,1,1088,115
38,2,1,901,115
21,3,1,383,7
31,2,0,552,149
35,3,1,901,215
31,3,1,901,215
27,2,1,23,388
44,0,1,270,128
35,2,1,398,117
35,3,1,398,372
38,2,1,901,128
27,3,1,38,444
21,3,1,271,128
42,3,1,455,175
35,2,1,135,173
38,2,1,901,55
27,2,1,901,55
35,2,1,38,337
21,3,1,901,173
21,2,1,592,154
21,1,1,398,117
21,3,0,552,222
21,2,1,1038,55
35,2,1,720,311
27,2,1,256,118
31,3,1,692,434
35,3,1,199,374
35,2,1,901,475
31,2,1,398,388
35,3,1,901,434
31,3,1,901,434
38,2,1,398,481
40,3,1,901,432
38,3,1,901,432
31,3,1,1088,115
35,2,1,966,102
35,2,1,966,102
44,2,1,792,432
44,3,1,398,416
44,2,1,825,432
35,0,1,901,432
27,2,1,901,102
27,2,1,901,102
27,2,1,901,102
27,2,1,901,102
21,2,1,901,102
12,2,0,552,297
7,2,1,921,115
21,2,0,544,14
21,2,0,544,21
31,3,1,398,52
42,2,1,901,115
38,2,1,901,115
38,2,1,901,115
38,2,1,901,115
38,2,1,901,115
35,2,1,901,115
35,2,1,322,52
35,2,1,322,52
38,2,1,398,416
27,0,1,901,388
7,2,1,479,311
35,1,1,901,477
35,3,1,1029,217
42,3,1,839,356
40,3,1,839,356
5,2,1,901,102
35,2,0,552,297
21,3,1,720,173
27,2,1,741,7
5,3,1,353,55
21,1,1,900,115
35,2,0,552,84
31,3,1,691,444
27,2,1,878,444
27,2,1,878,444
44,2,1,901,372
38,2,1,677,444
27,2,1,901,128
31,2,0,552,149
27,3,1,901,58
40,2,1,542,388
38,2,1,542,388
35,2,1,542,388
35,2,1,542,388
21,2,1,33,444
31,2,1,901,444
27,2,1,590,154
40,3,1,38,484
27,3,1,38,484
27,2,1,590,52
27,2,1,590,52
27,2,1,398,7
27,3,1,720,173
11,0,1,210,52
31,3,1,398,475
31,3,1,398,475
10,3,1,230,55
42,1,1,720,481
27,3,1,901,388
5,3,0,552,439
5,2,0,552,439
38,2,1,398,444
27,2,1,901,444
21,2,1,901,444
35,3,1,509,76
31,3,1,509,76
31,3,1,509,76
40,0,1,488,444
21,2,1,464,416
40,2,1,23,434
38,2,1,23,434
5,2,0,552,149
40,3,1,988,434
31,0,1,398,372
38,2,1,65,469
27,2,1,720,481
12,1,1,780,388
27,3,1,824,432
38,3,1,590,52
38,3,1,590,52
40,3,1,720,7
31,3,1,65,434
31,3,1,65,434
42,2,0,552,7
27,3,1,720,481
21,3,1,901,8
5,2,0,552,7
5,2,0,552,7
42,2,1,456,311
38,3,1,590,374
35,3,1,590,374
42,3,1,901,388
35,3,1,901,388
40,3,1,775,199
35,2,1,645,434
31,2,0,552,7
27,2,0,552,297
21,2,1,720,7
21,3,1,720,55
21,3,1,590,173
40,2,0,986,117
31,3,0,552,7
9,3,1,825,432
27,2,1,820,52
27,2,1,720,388
21,2,1,870,154
21,2,1,870,154
21,2,1,870,154
21,2,1,870,154
5,3,0,552,305
38,2,1,44,173
35,2,1,44,173
35,2,1,44,173
9,2,1,398,175
38,3,1,720,55
40,2,1,590,52
31,3,1,988,416
27,3,1,988,416
21,2,1,720,117
44,3,1,456,37
40,2,1,988,434
5,2,1,488,68
35,3,1,398,444
31,3,1,398,444
44,3,1,1009,52
40,2,1,901,388
31,2,1,901,388
31,3,0,552,91
35,3,1,901,55
21,2,1,28,432
31,2,1,347,372
35,3,0,552,55
44,3,1,901,173
7,2,1,784,217
44,2,1,784,217
38,2,1,1056,278
35,2,1,217,115
31,2,1,217,115
35,3,1,45,388
27,2,1,1056,278
21,2,0,552,297
21,3,0,552,218
21,3,0,1052,247
27,3,0,552,184
21,3,0,552,184
27,3,0,552,84
35,2,1,825,432
21,2,0,1019,58
10,2,1,346,8
40,3,1,901,444
40,3,1,901,444
44,3,1,906,374
31,3,1,45,173
35,3,1,750,173
40,2,1,398,175
42,2,1,1013,37
44,2,1,901,173
42,2,1,901,173
42,2,1,901,173
42,2,1,876,432
40,3,1,590,52
38,3,1,720,388
35,3,1,720,388
31,2,1,901,475
21,3,1,271,55
21,3,1,271,55
5,3,1,271,55
21,2,1,367,65
21,2,1,367,65
35,1,1,901,128
27,3,0,552,136
27,2,1,23,128
5,3,0,552,218
5,0,1,640,444
42,2,1,838,52
42,2,1,691,380
35,3,1,398,477
38,3,1,821,52
21,2,1,590,7
35,0,1,901,115
5,3,0,1052,185
31,3,0,544,401
27,0,1,901,173
42,3,1,590,372
35,2,1,398,388
31,2,1,93,210
40,3,1,397,52
35,3,1,306,337
27,3,0,552,184
31,3,1,1157,52
27,2,1,901,115
27,2,1,901,115
35,2,1,629,337
5,3,0,552,115
42,2,1,629,372
21,3,0,552,7
35,3,1,1056,432
35,3,1,1056,432
31,3,1,1056,432
21,3,1,1056,432
27,3,1,652,444
7,3,1,901,337
40,2,1,590,52
38,0,1,811,372
40,2,1,227,311
35,0,1,901,444
31,3,1,534,52
31,3,1,534,52
9,2,1,398,55
35,3,1,1116,260
31,3,1,1116,260
42,2,1,901,55
31,3,0,552,55
21,3,1,720,481
27,3,1,750,340
35,2,1,33,432
21,3,0,552,91
7,2,1,838,260
40,2,1,913,441
40,2,1,913,441
40,2,1,913,441
31,2,1,720,388
31,2,1,398,117
31,2,1,398,117
21,2,1,1106,52
21,2,1,271,388
21,2,1,271,388
35,2,1,901,55
31,3,1,306,55
31,2,1,901,55
31,2,1,901,55
27,3,1,901,388
42,2,1,590,340
38,3,1,691,416
44,3,0,293,305
38,3,1,590,372
35,3,1,590,372
27,3,1,824,432
40,2,1,720,475
40,2,1,720,475
42,2,1,720,55
7,3,1,879,171
7,3,1,879,171
5,2,1,720,55
31,2,1,271,475
5,2,1,719,117
42,2,1,720,7
11,3,1,988,434
38,3,1,652,432
35,3,1,652,432
35,3,1,652,432
31,3,1,652,432
42,3,1,927,434
35,3,1,1088,115
35,3,1,153,372
31,3,1,153,372
44,2,0,552,136
21,3,0,552,136
31,2,1,398,372
35,2,1,720,115
5,2,1,720,115
31,3,0,552,184
31,3,0,552,184
27,2,1,1008,37
27,3,1,720,7
38,3,1,115,223
21,3,1,901,388
21,3,1,901,388
31,3,1,1157,374
27,3,1,1157,374
27,3,1,1157,374
27,3,0,552,136
31,2,1,720,7
31,2,1,900,434
40,3,1,65,444
31,3,1,839,370
40,2,1,901,128
35,2,1,64,312
5,2,1,901,128
40,2,1,398,213
35,2,1,1014,52
42,2,1,44,388
31,2,1,606,37
21,2,0,552,55
21,3,1,65,434
35,3,1,398,118
44,3,1,923,311
44,3,1,923,311
42,3,1,923,311
42,3,1,923,311
35,3,1,901,55
38,3,1,901,432
38,3,1,901,432
40,3,1,1088,432
40,3,1,1088,432
40,3,1,1088,432
38,3,1,1088,432
21,0,1,383,388
21,1,1,572,7
42,2,1,398,55
38,2,1,256,117
27,3,1,217,372
31,2,1,820,117
21,2,1,901,388
27,2,0,552,432
40,3,1,629,252
40,3,1,629,252
40,3,1,629,252
21,3,0,552,297
21,2,0,552,305
27,3,1,488,311
31,3,1,729,388
27,3,1,901,55
31,2,1,271,173
31,2,1,509,117
40,2,1,1037,278
21,3,0,552,184
35,2,0,1052,350
42,2,1,1101,432
42,2,1,1101,432
40,2,1,1101,432
38,2,1,1101,432
7,2,1,1140,432
35,2,1,673,173
27,3,1,194,432
21,3,1,857,372
5,3,1,692,416
35,2,1,357,416
31,2,1,590,37
42,2,1,720,55
27,2,0,552,84
27,3,1,988,434
31,2,1,924,388
27,2,1,1055,55
27,2,1,901,13
21,2,1,901,13
27,2,1,901,128
21,2,1,901,128
27,3,1,1157,37
21,3,1,1157,37
35,3,1,901,115
31,3,1,901,115
27,3,1,901,115
27,2,1,901,237
40,2,0,552,55
11,3,0,552,149
27,2,1,488,417
42,0,1,23,387
42,0,1,23,387
31,2,1,901,388
44,3,1,720,481
27,3,0,552,7
42,2,1,839,278
31,2,1,988,55
35,3,1,901,386
35,3,1,901,386
21,3,1,950,173
40,3,1,398,154
5,2,0,552,84
44,3,1,398,376
7,2,1,1009,37
5,2,0,548,7
21,2,1,488,311
5,2,1,909,215
5,3,0,552,149
40,2,1,152,416
42,2,1,488,52
38,2,1,488,52
31,2,1,488,52
21,2,1,720,7
44,3,1,590,340
31,2,1,969,388
21,2,1,901,55
40,3,1,398,175
7,3,1,691,475
5,3,1,901,117
35,2,0,552,7
31,2,1,901,215
27,2,1,901,215
31,2,0,552,55
31,2,1,172,388
27,2,1,172,388
