age_upon_outcome,sex_upon_outcome,animal_type,breed,color
5,2,1,590,52
35,2,1,825,372
19,2,0,552,58
24,1,0,552,55
24,1,0,552,55
24,1,0,552,7
24,0,0,552,401
5,2,1,590,376
6,2,1,590,376
37,2,1,729,388
5,2,1,752,250
21,3,0,552,432
41,2,1,901,439
40,3,1,720,7
7,3,0,552,391
21,3,1,935,54
8,3,1,271,38
8,3,1,271,38
5,2,1,901,128
5,3,0,552,91
42,3,0,548,401
41,3,1,398,337
7,3,1,987,434
5,2,1,720,372
40,2,1,590,52
40,2,1,590,52
25,3,1,720,199
5,2,1,481,469
5,3,1,901,337
27,3,1,839,278
42,2,0,544,297
42,2,0,544,297
27,2,1,1115,432
42,2,1,428,7
24,0,0,552,297
24,1,0,552,136
24,1,0,552,7
6,3,0,552,432
21,3,1,901,115
21,0,1,398,55
35,3,0,552,184
38,3,1,839,45
19,2,1,410,117
19,2,1,509,76
19,2,1,509,129
5,2,1,914,55
21,2,0,1113,200
19,3,1,750,55
19,3,1,750,416
5,3,1,1156,52
21,2,1,398,117
5,2,1,398,117
27,3,1,199,154
43,0,1,333,55
21,2,0,552,297
7,1,1,271,173
27,3,1,217,65
5,2,1,762,7
31,3,1,901,439
19,1,1,1151,416
44,2,1,645,388
21,2,1,720,7
41,3,1,901,434
5,2,1,1056,444
11,2,0,544,149
12,3,1,99,52
21,1,1,968,372
29,2,0,552,136
21,1,1,1055,173
29,2,0,552,149
29,2,0,552,149
29,3,0,552,55
5,3,1,199,335
37,3,0,552,136
5,2,1,825,199
5,2,1,825,199
5,3,1,901,444
31,3,1,1157,356
27,2,1,263,55
5,0,1,901,444
2,1,1,781,7
2,0,1,781,55
2,0,1,781,55
35,3,1,1009,416
41,3,1,720,7
25,3,1,398,416
35,2,0,552,297
21,2,0,552,55
31,2,1,153,416
5,2,0,552,305
21,2,1,720,7
21,2,1,720,7
19,1,1,901,173
41,3,0,552,401
19,3,1,65,388
19,3,1,65,444
19,3,1,65,173
19,3,1,65,388
29,3,1,720,7
19,2,1,65,444
19,2,1,65,173
19,2,1,65,128
21,2,1,923,337
31,2,1,398,52
31,2,1,398,52
27,2,1,398,52
41,3,1,901,432
21,2,1,935,337
10,2,1,988,55
5,2,1,737,173
5,2,1,737,173
19,0,1,720,7
5,2,0,552,58
21,2,1,781,434
35,2,1,909,55
5,3,1,792,432
21,2,0,552,136
39,2,0,552,7
39,2,0,552,7
39,2,0,552,7
21,2,1,590,117
27,3,0,552,136
25,3,1,398,388
5,1,1,901,58
6,3,1,901,115
43,3,1,901,115
41,3,1,901,115
37,0,1,901,115
27,2,0,552,7
5,3,0,552,7
21,3,0,552,136
5,2,0,552,434
5,2,0,552,434
27,0,1,230,55
33,2,1,230,55
21,2,0,544,7
5,3,0,552,136
35,3,0,552,184
42,3,1,590,52
40,2,1,398,215
35,2,1,488,173
27,3,1,901,173
27,3,1,901,128
5,3,1,590,52
5,3,1,590,52
40,3,0,552,475
5,2,1,398,173
31,2,1,398,372
5,3,1,901,115
27,1,1,1066,260
19,3,1,691,444
38,2,1,715,217
21,2,0,552,149
37,2,1,428,388
10,0,1,262,55
27,3,1,901,484
21,3,1,398,372
21,3,1,398,372
38,2,1,65,325
2,2,1,488,52
5,3,1,410,217
5,2,1,410,217
44,2,0,552,58
2,0,0,680,289
35,3,0,552,55
21,3,1,1088,115
21,3,1,1088,115
21,2,1,398,213
27,2,1,398,475
27,0,1,398,337
27,2,1,897,311
10,3,0,552,136
10,3,0,552,136
5,3,1,144,117
5,3,1,144,444
5,2,1,857,217
38,2,1,398,173
21,3,1,839,432
21,3,1,839,432
5,3,1,839,432
33,3,1,839,432
5,2,1,398,388
31,2,1,825,432
13,2,0,1051,350
8,3,0,552,149
6,3,0,552,91
40,1,1,271,173
5,2,1,651,432
43,2,1,398,388
5,2,1,398,372
5,0,0,552,55
31,3,1,306,432
21,2,1,398,52
21,2,1,398,416
35,2,1,901,115
7,3,0,552,7
5,2,0,552,434
5,2,0,552,55
5,2,0,552,55
5,2,0,552,55
21,2,1,901,117
21,2,1,901,117
27,3,1,1157,416
31,3,0,548,55
40,3,1,629,250
40,3,1,629,250
33,4,0,1052,281
42,2,1,825,278
42,2,1,825,278
5,1,1,883,432
38,2,1,720,481
10,3,1,792,432
43,0,1,909,115
21,2,1,141,55
5,2,1,141,55
21,3,1,720,117
5,1,0,552,136
6,3,0,552,91
5,3,1,736,7
27,2,1,1046,434
27,2,1,1046,434
21,3,1,690,444
29,3,1,691,173
5,2,1,271,372
5,2,1,271,372
27,2,1,65,469
5,3,1,724,388
40,3,1,383,481
21,2,1,812,115
35,1,1,652,432
27,0,1,846,7
21,2,0,552,297
21,2,1,398,388
27,2,1,398,52
21,2,1,398,175
5,2,1,901,388
31,3,1,230,388
31,3,1,988,416
5,3,1,398,388
38,2,1,65,37
38,2,1,65,37
7,3,1,1157,52
29,0,1,398,444
31,3,1,398,55
5,3,1,720,481
31,2,0,552,136
31,2,0,552,136
5,2,1,988,416
5,3,0,1052,350
33,2,1,534,52
33,2,1,534,52
27,3,1,901,432
21,3,1,901,432
5,3,1,901,432
5,3,1,901,432
5,2,1,901,388
38,2,1,1132,356
38,1,1,1132,356
29,1,1,263,55
19,3,0,552,7
2,0,0,552,7
2,0,0,1052,350
2,0,0,1052,350
35,2,1,901,115
35,2,1,901,115
21,1,1,488,117
5,2,1,901,101
21,2,1,427,182
21,2,1,901,128
5,2,1,901,128
35,0,1,773,432
29,2,1,825,432
19,3,1,398,372
27,3,0,552,7
21,2,0,548,21
27,2,0,548,289
21,2,1,427,118
31,2,0,552,7
27,1,1,398,311
27,0,1,316,372
27,3,1,812,154
5,2,1,613,432
27,3,1,398,311
5,2,0,552,55
33,2,0,552,55
33,2,0,552,55
33,2,0,552,55
33,2,0,552,55
33,3,0,552,7
33,2,0,552,7
39,3,1,901,118
5,1,0,552,297
39,2,1,901,115
5,2,1,65,388
5,2,1,65,388
27,2,1,590,340
40,2,1,440,171
33,1,1,720,55
21,1,1,901,115
19,3,1,1133,115
21,3,1,901,388
38,2,0,552,218
21,2,1,18,340
5,2,1,590,52
37,2,1,590,52
41,2,1,795,432
5,3,1,839,55
27,3,0,552,401
27,3,0,552,401
35,2,1,398,475
5,3,1,901,173
5,3,1,901,173
42,0,0,552,7
33,3,1,1005,311
25,3,1,1005,311
5,3,0,1052,294
29,3,0,1052,391
29,2,0,1052,247
29,3,0,1052,289
19,3,0,552,289
19,3,0,552,391
12,2,0,552,58
5,2,1,993,311
27,3,1,590,117
40,3,1,720,217
39,3,1,383,388
39,2,1,838,388
38,3,1,720,311
38,3,1,720,311
35,3,1,720,311
31,2,1,901,173
31,2,1,901,173
31,2,1,901,173
5,2,0,552,55
5,2,0,552,434
43,3,0,552,136
41,3,0,552,136
38,2,0,1052,350
37,0,0,552,7
41,1,1,903,55
21,3,1,901,337
5,3,1,901,337
5,2,1,901,432
5,2,1,1157,154
11,3,1,65,376
19,3,1,271,311
41,3,1,901,128
21,3,1,945,452
5,3,1,945,452
5,3,1,945,452
31,2,1,606,340
31,2,1,606,340
35,3,1,720,55
5,1,1,717,171
38,2,0,552,115
5,4,0,552,297
21,1,1,712,434
21,3,0,552,149
27,1,1,1009,37
8,2,1,199,388
19,2,1,720,258
19,3,1,720,258
5,3,1,734,7
5,3,1,734,7
21,2,1,479,311
21,2,1,488,55
40,3,1,720,376
19,2,0,552,149
19,3,0,552,447
19,3,0,552,149
8,3,1,677,459
42,3,1,488,117
37,0,1,812,118
42,2,1,691,444
27,2,1,901,432
25,3,0,552,184
21,3,0,552,305
25,3,0,552,184
25,2,0,552,55
5,3,1,65,117
5,2,1,935,118
5,1,0,552,305
19,1,1,773,337
19,0,1,773,388
19,0,1,773,388
19,3,1,65,475
44,3,1,1038,173
5,2,0,552,55
5,2,0,552,305
21,2,1,720,445
5,3,1,398,432
33,2,1,720,55
27,2,0,544,7
25,3,1,65,444
42,3,1,555,7
21,2,1,901,115
43,3,1,720,7
43,3,1,720,7
5,3,0,552,58
37,2,1,271,445
37,2,1,271,445
41,3,1,901,55
5,2,1,901,118
21,3,0,548,401
42,2,0,551,7
27,2,0,552,218
25,2,1,901,388
21,2,1,901,246
21,2,1,901,246
5,3,1,825,432
27,1,1,398,55
39,3,1,720,55
39,3,1,720,55
5,2,1,440,372
5,2,0,552,55
5,2,0,552,84
25,0,1,720,55
5,2,1,613,388
41,1,1,613,388
39,1,1,613,388
43,2,1,314,118
5,2,0,552,447
5,3,0,548,305
43,0,1,398,235
5,3,1,720,372
38,2,1,590,154
35,3,1,353,65
21,1,0,552,297
29,2,1,353,129
5,2,1,901,388
31,2,0,552,7
7,1,1,488,52
38,2,1,316,37
5,2,1,590,37
29,3,1,839,7
41,2,1,839,434
35,2,1,1157,372
27,0,1,398,335
5,3,1,938,118
40,3,1,792,454
21,0,1,901,115
41,2,1,923,337
31,2,1,590,7
43,3,1,864,337
21,3,1,410,311
29,1,0,1052,295
27,2,1,491,416
27,3,1,233,55
5,2,0,552,149
5,2,1,398,475
5,2,1,398,475
35,2,0,552,84
21,0,1,720,117
31,2,1,720,372
5,0,1,398,372
35,2,1,816,7
5,2,1,901,173
5,2,1,383,372
27,3,1,725,434
5,2,1,398,376
5,2,1,398,376
37,2,1,398,376
27,2,0,552,7
21,3,0,552,350
35,0,1,923,55
42,3,0,552,55
19,2,1,935,484
29,0,1,720,434
29,0,1,720,434
5,2,1,697,117
21,1,0,544,136
21,0,1,410,311
21,0,1,398,372
38,3,1,398,115
38,2,1,398,115
21,2,0,552,115
26,1,0,552,297
26,0,0,552,297
26,0,0,552,391
35,2,1,901,115
33,2,0,552,297
29,2,0,552,297
29,2,0,552,455
5,3,1,99,52
35,2,1,398,388
27,2,1,398,173
27,2,1,398,388
35,1,1,398,173
21,3,1,901,246
33,3,1,720,416
5,2,0,552,7
6,2,0,552,136
6,3,0,552,136
5,2,0,552,136
5,1,1,153,54
38,3,1,398,434
24,4,0,552,149
24,4,0,552,136
24,4,0,552,136
24,4,0,552,7
21,3,1,282,55
31,2,0,552,7
44,3,1,645,7
44,3,1,645,7
44,2,1,645,434
44,2,1,645,434
5,2,1,720,55
29,2,1,65,337
37,0,0,552,184
5,2,1,901,117
11,3,0,552,401
8,3,1,1063,55
5,2,1,923,199
33,2,1,398,340
21,0,1,720,55
26,0,1,762,7
26,1,1,762,55
26,0,1,762,115
26,1,1,762,115
26,0,1,762,349
29,1,0,552,305
31,2,1,1038,7
5,2,1,720,7
6,2,1,720,7
43,1,1,720,7
5,2,1,720,7
6,2,1,720,7
43,1,1,720,7
5,2,1,271,337
29,2,0,552,261
35,0,0,552,401
41,3,0,552,184
41,2,0,552,115
38,3,1,901,434
38,3,1,901,434
38,3,1,901,434
21,3,1,398,173
21,2,1,65,311
21,0,1,901,55
21,2,1,901,115
33,2,1,719,258
5,3,1,901,13
38,2,1,639,175
38,2,1,639,175
5,2,1,398,52
19,3,1,998,337
19,2,1,998,416
40,3,0,552,265
5,2,1,901,388
21,0,1,1088,115
11,2,1,1038,55
39,3,1,65,55
31,0,1,99,416
44,0,1,457,55
21,0,0,552,401
40,3,1,590,481
25,2,0,552,22
25,3,0,552,22
25,2,0,552,22
5,3,0,552,261
10,1,1,488,311
40,3,1,230,55
40,3,1,230,55
37,2,1,65,173
38,2,0,548,297
5,2,1,333,416
39,3,1,720,7
37,3,1,720,7
6,3,1,691,416
2,0,1,691,416
44,2,1,629,481
13,3,1,1038,388
21,2,0,551,401
19,3,1,65,416
9,2,1,23,445
5,1,0,552,305
31,2,1,398,416
7,1,1,397,215
19,3,1,945,434
8,2,1,945,434
19,2,1,945,434
19,2,1,945,117
5,2,1,901,444
5,3,1,698,444
29,3,0,552,305
5,3,0,552,115
19,3,0,552,136
19,2,0,552,7
2,0,1,590,340
38,2,1,286,388
5,2,1,998,311
5,2,1,998,311
21,0,0,552,391
5,3,1,65,337
26,1,1,51,432
26,1,1,51,432
26,0,1,51,444
44,2,1,1157,112
35,2,1,901,58
31,3,1,472,388
11,3,1,901,482
35,2,0,552,447
37,3,0,552,222
27,2,0,552,7
21,1,1,590,52
5,1,1,901,115
9,2,0,544,136
7,2,0,544,136
21,0,1,901,118
5,2,1,720,7
6,3,0,552,7
5,2,1,901,246
39,0,1,901,118
21,2,1,65,416
31,2,0,544,55
7,2,0,552,439
42,2,0,552,439
42,2,0,552,439
42,3,0,552,58
27,1,1,398,372
5,2,1,900,173
27,1,1,720,171
33,3,1,51,173
5,2,0,552,84
21,3,0,552,7
21,2,0,552,149
19,1,1,652,432
3,0,0,552,136
3,0,0,552,149
3,1,0,552,206
3,0,0,552,22
3,0,0,552,7
3,1,0,552,206
21,2,0,552,136
22,3,0,552,447
21,2,1,781,475
21,3,0,548,184
21,3,0,552,184
5,2,1,65,65
5,2,1,398,55
37,3,1,846,213
21,2,1,590,388
27,2,1,1009,37
5,0,1,901,173
5,2,1,901,173
31,2,1,411,372
7,3,1,967,374
9,1,1,967,374
5,2,1,901,115
33,2,1,901,115
21,2,1,398,374
2,3,1,1088,444
25,3,1,901,102
21,2,1,488,469
21,0,1,901,337
6,3,1,720,199
29,3,1,652,432
35,3,1,720,7
35,2,1,398,388
35,2,1,398,388
21,2,1,445,340
38,3,1,720,7
31,3,1,923,445
37,3,1,353,118
27,2,1,398,416
37,1,0,552,218
5,3,1,398,117
5,3,1,239,434
5,3,1,239,434
5,3,1,239,434
6,3,1,239,434
31,2,1,398,388
5,2,1,901,215
5,2,1,901,215
5,2,1,652,432
10,1,1,398,388
27,2,1,398,434
27,0,1,558,173
31,3,0,548,184
44,3,0,552,447
5,2,1,720,7
35,2,1,720,434
31,2,1,720,434
39,0,1,720,7
25,2,1,720,444
27,2,1,398,246
33,3,1,65,55
31,3,0,552,401
27,3,0,552,401
29,3,1,691,475
5,2,1,890,37
19,3,1,891,37
13,1,1,901,115
5,3,1,901,58
5,3,1,720,55
5,2,0,547,7
5,3,0,547,14
21,2,1,901,115
20,4,0,552,305
20,4,0,552,401
27,2,0,552,7
21,3,1,720,55
21,3,1,720,55
29,3,1,923,432
7,2,0,189,136
21,2,1,901,115
21,2,1,901,115
31,2,1,410,416
21,2,1,310,444
21,3,1,310,445
29,2,0,552,136
9,3,1,825,7
39,2,0,552,136
39,3,0,552,136
35,2,0,552,7
27,2,0,552,7
21,2,1,901,150
21,2,1,590,374
41,2,1,590,374
6,3,1,720,55
39,3,1,720,55
21,1,1,38,388
44,1,1,1033,416
33,2,0,552,84
29,1,1,590,340
27,0,0,552,401
21,0,1,1009,52
27,2,0,1073,350
29,3,1,1059,416
21,0,1,308,434
27,0,1,383,432
6,2,0,552,136
5,3,1,270,173
5,0,1,988,444
19,2,1,244,215
19,2,1,244,215
19,2,1,244,215
5,2,1,720,55
19,3,1,900,55
25,2,1,900,55
19,2,1,900,55
25,2,1,900,13
19,3,1,900,13
5,2,1,940,13
25,2,1,940,13
25,2,1,940,13
5,2,1,900,13
39,3,1,900,128
31,3,0,552,401
29,2,1,271,173
44,3,1,687,173
37,3,0,552,7
37,2,0,548,149
5,2,1,691,434
5,3,1,488,117
5,3,1,490,416
42,2,0,552,297
44,3,0,551,184
5,2,1,398,7
5,2,0,552,459
5,2,1,901,444
5,2,1,972,374
38,1,1,1076,235
5,3,1,652,432
5,3,1,65,337
21,1,1,398,213
21,2,1,398,372
8,2,1,317,388
6,2,1,398,388
41,3,1,750,7
4,0,0,552,136
4,1,0,552,136
4,1,0,552,136
4,0,0,552,84
4,1,0,552,84
35,2,1,1029,7
5,3,1,988,434
5,0,0,552,261
5,2,1,969,388
27,2,1,719,7
4,4,0,552,136
4,4,0,552,136
5,3,1,398,7
21,2,1,135,388
25,1,1,398,326
31,3,1,416,416
35,2,1,590,7
21,2,0,1052,295
5,2,1,901,115
5,0,1,1157,37
5,3,1,825,432
5,2,1,720,55
43,2,1,720,55
43,3,1,901,388
5,2,1,398,372
21,2,1,99,55
6,2,1,99,55
35,0,0,552,22
5,3,1,901,55
37,3,0,552,7
44,3,0,544,7
21,2,1,988,37
35,2,1,440,117
21,2,1,353,65
21,2,1,590,7
27,2,1,901,445
21,3,0,552,149
7,0,1,988,52
27,3,0,552,58
2,0,1,488,311
42,2,0,544,55
5,2,1,317,278
9,3,1,1031,171
35,2,1,280,128
27,3,0,552,136
19,3,0,552,136
19,2,0,552,136
2,0,0,552,136
19,0,0,552,84
27,3,1,399,372
21,0,1,720,55
10,3,1,720,7
19,3,0,552,136
29,1,0,552,7
33,3,1,720,432
27,2,1,115,55
27,2,1,115,55
21,3,1,901,154
5,1,0,552,434
5,3,0,552,136
31,3,1,215,154
5,3,1,215,128
33,3,1,215,128
29,3,1,215,128
21,2,0,552,58
5,3,1,998,311
33,2,1,998,337
42,3,1,901,388
27,2,1,230,215
31,2,0,548,136
31,1,1,306,388
5,3,1,398,372
8,3,1,271,445
25,0,1,271,445
21,3,0,552,149
38,2,1,901,246
38,2,1,901,246
21,2,0,552,55
29,3,0,552,184
29,3,0,552,391
13,3,1,398,372
27,3,0,552,184
27,3,1,900,55
29,2,1,555,128
29,2,1,555,128
29,2,1,555,128
44,3,1,1056,55
21,1,0,552,136
31,3,1,972,237
21,2,1,1116,7
19,2,1,979,317
5,3,0,552,149
5,2,0,552,149
21,0,0,552,222
19,3,1,398,337
2,3,1,720,7
2,2,1,720,372
27,3,1,734,55
21,1,1,901,173
21,1,1,901,173
21,0,1,720,55
21,3,1,834,278
5,2,1,720,55
35,2,1,398,171
35,2,1,398,171
35,3,1,398,171
35,3,1,398,171
31,3,1,317,372
31,3,1,317,372
37,2,1,901,182
33,2,1,901,182
37,2,1,317,372
21,2,1,590,340
33,3,1,353,76
21,2,1,398,215
21,3,1,230,55
35,2,1,901,115
26,0,0,1052,289
7,3,1,988,76
7,3,1,988,76
21,2,1,901,55
19,3,1,247,55
2,3,1,247,55
5,1,1,901,337
21,1,0,552,55
7,1,1,720,481
31,3,1,65,337
5,3,0,552,391
27,2,1,555,8
6,3,0,552,184
5,0,1,1056,329
31,1,0,552,261
37,3,1,901,434
21,3,0,552,391
21,2,1,901,128
5,3,0,1052,402
21,2,0,552,55
21,0,0,552,55
27,2,1,901,173
26,1,0,552,55
26,0,0,552,58
26,1,0,552,136
29,2,1,720,55
29,3,1,720,55
19,2,0,548,297
10,3,1,839,45
5,3,1,720,7
27,3,0,552,218
38,2,1,352,118
31,2,1,352,118
19,1,1,720,434
21,3,1,398,388
5,2,1,901,115
38,2,1,720,481
38,2,1,720,481
38,2,1,720,481
38,2,1,720,481
38,2,1,720,481
38,2,1,720,481
5,3,1,1088,128
21,2,1,490,74
5,2,0,552,22
37,3,0,552,149
5,2,1,398,175
27,3,1,317,372
0,1,0,552,84
0,0,0,552,84
5,2,1,652,434
21,0,1,427,117
11,3,0,552,149
5,2,1,1056,55
41,3,0,552,7
31,2,1,825,432
5,3,1,65,13
29,3,1,65,434
27,3,0,1052,402
21,3,0,552,401
21,2,1,23,128
23,3,0,552,401
21,1,1,509,117
21,2,1,45,246
25,2,1,353,434
5,2,1,720,55
10,3,1,353,416
31,2,1,590,372
31,2,1,65,65
21,2,1,115,311
21,0,1,1088,388
10,2,0,544,91
31,2,0,1052,247
27,1,1,839,260
5,3,1,398,173
5,2,1,398,173
4,4,0,552,136
4,4,0,552,136
4,4,0,552,136
4,4,0,552,84
4,4,0,552,91
27,3,0,552,7
27,3,0,552,58
21,3,1,303,432
21,2,1,762,372
5,3,1,720,117
26,4,0,552,149
21,3,1,214,337
5,2,0,552,55
25,0,0,552,136
1,1,0,552,7
1,0,0,552,7
1,1,0,552,55
5,0,0,552,136
10,3,0,552,115
5,2,1,271,444
5,2,1,271,444
5,2,1,271,444
42,3,1,1166,250
5,3,0,552,136
14,1,1,720,199
21,2,0,552,305
5,3,1,720,7
21,3,1,230,7
31,2,0,552,297
21,2,1,398,388
27,2,0,552,84
35,3,1,558,118
41,2,1,720,117
5,0,1,153,491
29,3,1,945,444
42,3,1,720,7
35,3,1,968,374
31,2,1,720,481
5,3,1,36,444
5,2,1,398,117
5,3,1,398,388
33,2,1,911,128
21,3,1,720,55
19,3,0,548,55
19,2,0,548,55
5,0,0,552,222
21,3,0,552,184
27,3,1,271,337
5,2,1,398,416
19,3,0,1052,289
21,3,1,901,7
27,3,1,901,246
21,3,1,901,246
21,3,1,65,416
5,3,1,398,388
25,3,1,720,55
21,3,1,398,372
31,1,1,271,154
21,3,0,552,184
27,2,0,63,432
40,0,1,383,55
21,3,1,720,55
5,2,0,552,305
5,2,0,552,305
37,3,0,552,7
29,2,1,802,171
40,3,1,901,388
6,2,1,901,215
35,2,1,177,58
27,2,1,901,237
21,3,0,552,401
33,3,0,552,113
25,2,0,552,58
25,3,0,552,58
25,3,0,552,7
25,3,0,552,7
19,2,0,552,297
5,0,1,398,416
5,3,1,901,128
39,3,1,901,128
39,3,1,901,128
37,3,1,935,118
37,3,1,935,118
21,3,1,720,432
5,3,1,65,173
5,1,0,552,7
5,0,1,398,37
27,3,1,1157,356
5,3,0,552,136
21,0,0,548,7
4,1,0,548,7
4,1,0,548,7
4,0,0,548,58
4,0,0,548,58
5,2,1,398,388
5,2,1,398,388
5,2,0,548,297
5,2,1,839,52
5,2,1,839,52
19,3,1,99,52
19,3,1,99,372
19,2,1,99,372
19,2,1,99,372
19,2,1,99,372
39,3,0,547,184
39,2,0,552,7
21,2,1,558,173
5,3,0,552,297
31,3,1,1088,115
27,2,1,585,372
18,1,0,552,218
18,1,0,552,297
18,1,0,552,247
18,0,0,552,408
20,1,0,552,218
20,1,0,552,432
20,1,0,552,432
6,2,1,333,388
10,1,1,590,52
5,2,1,398,388
19,2,1,891,388
19,3,1,891,388
27,2,1,526,434
27,2,0,552,149
21,2,1,901,388
25,2,0,552,305
25,3,0,552,184
19,0,0,552,58
5,2,1,1056,432
21,3,0,552,184
21,3,1,65,37
5,3,1,65,37
5,3,0,552,391
25,3,0,552,391
25,3,0,552,136
25,3,0,552,136
5,3,1,423,444
21,2,1,720,7
21,2,1,720,7
21,2,1,720,7
21,3,1,36,416
21,3,1,36,416
27,3,1,490,55
6,3,1,891,215
21,3,0,544,136
21,2,1,271,444
5,2,1,271,444
31,3,1,325,7
41,2,1,157,416
26,0,0,552,136
31,1,0,544,149
26,0,0,552,136
26,1,0,552,136
26,0,0,552,7
26,0,0,552,7
26,0,0,552,7
21,2,1,1157,52
26,0,0,552,297
26,1,0,552,297
26,0,0,552,297
26,1,0,552,297
26,0,0,552,391
10,0,0,552,136
3,4,0,552,7
3,4,0,552,7
3,4,0,552,7
3,4,0,552,136
3,4,0,552,136
3,4,0,552,58
26,4,0,552,305
26,4,0,552,55
26,4,0,552,115
26,4,0,552,115
26,4,0,552,115
5,2,1,590,154
5,2,1,590,154
5,2,1,720,165
21,2,1,691,475
21,2,1,398,215
5,3,0,552,198
5,2,0,552,84
5,2,0,552,84
5,3,0,552,149
5,2,1,383,217
5,2,1,383,217
40,2,0,552,136
19,0,1,720,7
31,2,1,901,128
1,1,0,552,55
1,0,0,552,136
1,0,0,552,149
42,2,0,552,136
21,3,1,590,154
21,2,1,720,55
27,2,1,398,311
5,3,0,552,149
5,2,1,398,52
5,2,1,398,52
35,3,1,901,115
42,3,0,552,58
38,2,1,720,7
27,2,1,750,481
10,3,0,552,136
19,3,0,551,22
29,3,0,551,22
25,3,0,551,22
29,2,0,551,22
29,3,1,945,55
29,3,1,945,434
5,3,1,398,481
5,3,0,552,7
27,2,1,398,55
27,2,1,398,55
25,2,0,552,22
25,3,0,552,22
35,3,1,839,55
40,0,1,398,376
27,2,0,552,136
27,2,0,552,7
41,3,1,945,118
41,3,1,945,118
21,2,0,552,149
37,3,0,551,184
19,2,0,552,149
21,2,1,930,326
21,2,1,930,326
2,0,0,551,58
4,0,0,551,58
2,1,0,551,58
2,1,0,551,136
25,3,0,552,297
5,2,1,720,481
19,3,1,590,37
27,3,1,979,470
21,2,1,762,7
21,3,1,65,427
5,1,1,901,432
40,1,0,552,297
27,2,0,544,55
13,2,1,923,434
19,2,1,945,434
21,3,1,353,128
5,3,0,552,297
19,2,0,548,7
44,0,1,720,55
27,3,0,1019,58
19,3,1,398,38
19,3,0,552,401
19,3,1,230,7
27,3,1,988,434
27,3,0,552,434
27,3,0,552,136
38,2,1,479,118
21,2,1,1026,166
19,2,0,552,297
43,1,1,1056,432
10,3,0,1072,355
10,2,1,459,235
31,2,1,230,55
35,2,0,790,136
21,3,0,552,55
19,3,0,552,391
19,2,0,552,305
5,3,0,1052,402
31,1,1,65,65
37,2,1,590,434
10,3,0,544,391
27,2,1,901,475
5,3,1,317,432
19,3,1,317,432
19,3,1,317,374
11,2,0,549,136
11,2,0,549,136
13,2,0,552,115
5,2,1,901,434
5,2,1,901,434
5,3,0,552,27
10,1,0,552,84
35,2,0,552,297
40,2,0,552,149
5,3,1,762,55
31,3,1,285,173
5,0,0,552,401
42,2,1,838,278
10,3,0,552,138
5,2,1,1003,117
5,2,1,1003,117
5,3,1,199,311
5,3,1,199,311
39,2,1,353,128
19,1,1,702,235
5,2,1,825,478
21,2,0,548,136
21,0,0,552,408
5,2,0,552,360
29,3,1,697,335
5,3,0,551,184
5,2,0,547,91
10,2,1,153,481
21,2,0,552,55
21,2,0,552,55
21,2,0,552,55
21,2,0,552,475
5,3,1,115,477
19,3,1,115,432
19,3,1,115,416
19,2,1,65,416
19,2,1,65,55
19,0,1,65,55
44,3,0,552,184
27,2,0,552,115
27,3,0,552,184
27,3,0,552,184
21,2,0,552,7
5,3,1,99,117
31,3,0,552,400
27,2,1,230,55
19,2,0,552,136
19,2,0,552,136
19,3,0,552,136
21,2,1,199,326
9,3,1,1038,217
30,4,0,551,401
21,3,1,271,237
21,3,1,825,432
5,2,0,552,7
21,0,1,901,173
27,0,1,398,171
20,1,0,551,138
20,1,0,551,84
20,1,0,551,84
20,0,0,551,84
5,3,0,551,391
21,2,1,206,337
5,3,0,552,84
2,1,1,590,55
29,2,0,552,136
39,2,1,1157,52
42,3,1,901,128
21,2,0,1052,247
40,2,0,860,115
27,2,1,720,311
27,2,1,720,311
27,2,1,720,311
31,3,1,398,388
27,3,1,901,444
12,2,0,544,297
21,2,1,884,213
33,3,1,839,55
21,3,1,398,475
25,2,1,1069,434
2,2,1,1069,434
21,4,0,544,136
2,3,1,720,55
2,3,1,720,173
5,3,1,1056,432
20,1,0,552,136
42,3,1,65,117
21,2,1,720,117
5,3,1,1038,459
10,2,0,548,475
33,3,1,901,128
25,2,1,398,475
19,2,1,317,372
38,2,1,909,434
27,2,1,652,432
19,3,0,552,136
21,3,1,720,481
19,3,0,552,22
19,2,0,552,22
19,2,0,552,22
19,2,0,552,22
19,3,0,552,136
14,3,1,447,171
42,2,0,552,222
42,0,1,65,434
41,3,0,544,59
21,3,1,428,444
38,3,0,552,136
35,3,0,552,136
35,2,0,552,297
5,3,1,720,7
3,0,0,552,91
2,3,1,65,55
32,1,0,552,432
32,1,0,552,432
32,0,0,552,432
32,0,0,552,432
8,3,1,884,173
21,2,1,410,37
41,2,1,108,54
38,2,1,398,383
38,2,1,398,383
35,2,1,398,383
31,2,1,762,372
24,4,0,552,27
24,4,0,552,55
24,4,0,552,218
38,3,1,398,416
25,3,1,720,37
37,3,1,720,7
10,2,0,552,115
27,1,1,471,416
27,0,1,471,416
19,3,0,552,7
19,0,0,552,7
25,2,0,552,7
25,2,0,552,7
8,2,0,552,58
5,3,0,552,136
5,3,0,552,55
5,3,0,552,401
5,3,0,552,401
19,2,0,1052,247
19,2,0,552,7
19,3,0,552,7
19,3,0,552,7
5,3,1,750,55
19,3,0,552,401
21,3,0,552,149
5,2,1,398,372
37,3,1,901,55
31,3,1,720,55
38,3,1,99,52
35,1,1,6,349
